customer_id,checkin_date,nights,country,revenue_usd
C00015,2024-06-26,6,TW,677.45
C00015,2024-07-26,5,JP,582.59
C00015,2024-08-03,7,TW,1136.43
C00015,2024-12-08,2,SG,104.57
C00015,2024-12-08,2,TH,80.75
C00015,2024-12-16,4,SG,757.95
C00015,2025-01-20,2,TW,389.17
C00015,2025-01-24,6,TW,666.99
C00015,2025-02-20,4,KR,738.77
C00016,2024-01-19,6,SG,941.96
C00016,2024-01-31,5,JP,864.72
C00016,2024-02-15,5,TW,762.11
C00016,2024-04-17,3,TH,150.53
C00016,2024-05-23,6,TW,299.1
C00016,2024-06-03,7,SG,891.77
C00016,2024-07-31,3,KR,565.79
C00016,2024-08-22,2,TW,225.21
C00016,2024-09-30,1,TW,193.78
C00016,2024-12-12,5,TH,823.3
C00016,2024-12-13,2,KR,328.65
C00016,2024-12-26,5,SG,679.31
C00016,2025-01-24,7,TW,686.2
C00016,2025-02-05,3,TW,433.75
C00016,2025-02-20,6,KR,481.88
C00016,2025-03-24,5,TH,288.13
C00017,2024-01-08,4,KR,598.72
C00017,2024-01-30,4,KR,606.21
C00017,2024-02-29,7,TH,849.12
C00017,2024-08-01,3,KR,563.34
C00017,2024-08-30,5,TH,507.54
C00017,2024-10-25,1,JP,119.13
C00017,2024-11-27,6,TH,760.69
C00017,2024-12-01,3,TW,165.6
C00017,2024-12-14,2,SG,111.22
C00017,2024-12-16,6,KR,930.31
C00017,2024-12-30,7,JP,837.36
C00017,2025-03-13,3,SG,311.54
C00018,2024-01-18,3,KR,467.95
C00018,2024-02-15,7,KR,565.92
C00018,2024-03-17,2,SG,177.15
C00018,2024-05-12,3,SG,484.03
C00018,2024-06-16,7,KR,1038.24
C00018,2024-06-22,7,TH,631.15
C00018,2024-06-29,7,SG,870.22
C00018,2024-07-04,4,KR,558.61
C00018,2024-07-09,6,JP,750.29
C00018,2024-09-11,3,KR,159.08
C00018,2024-10-09,3,TW,218.18
C00018,2024-10-19,2,KR,399.66
C00018,2024-10-24,4,TW,402.11
C00018,2024-11-05,7,TW,872.6
C00018,2024-12-05,6,SG,1080.2
C00018,2025-01-08,6,TW,408.25
C00018,2025-02-24,3,SG,326.67
C00019,2024-02-03,6,JP,614.71
C00019,2024-02-04,6,TW,709.56
C00019,2024-02-29,3,TW,230.94
C00019,2024-03-13,4,JP,634.77
C00019,2024-03-31,4,TH,607.63
C00019,2024-04-11,5,SG,500.67
C00019,2024-04-13,2,TH,285.85
C00019,2024-05-06,5,TW,679.02
C00019,2024-05-22,3,TW,404.07
C00019,2024-07-10,7,TW,740.44
C00019,2024-07-31,2,KR,267.16
C00019,2024-08-03,2,TW,386.34
C00019,2024-08-13,3,TW,225.25
C00019,2024-09-03,2,TW,64.29
C00019,2024-11-08,5,KR,794.65
C00019,2025-01-12,3,JP,165.61
C00019,2025-01-12,2,TH,155.71
C00019,2025-01-30,6,JP,647.12
C00019,2025-03-29,6,SG,828.89
C00020,2024-01-25,4,TW,182.04
C00020,2024-02-03,4,KR,540.67
C00020,2024-04-09,1,TW,44.85
C00020,2024-04-27,2,SG,142.0
C00020,2024-06-05,7,TH,172.5
C00020,2024-06-29,2,SG,99.42
C00020,2024-07-18,4,TH,90.85
C00020,2024-10-10,4,TH,197.3
C00020,2024-12-08,2,KR,325.28
C00020,2024-12-16,2,TH,262.17
C00020,2025-01-01,3,KR,285.5
C00020,2025-02-15,6,JP,293.79
C00021,2024-01-13,1,TW,76.74
C00021,2024-01-21,1,JP,169.57
C00021,2024-01-23,7,TW,1387.16
C00021,2024-02-17,5,JP,699.39
C00021,2024-03-06,5,TH,613.13
C00021,2024-04-06,7,JP,905.91
C00021,2024-04-07,3,TW,336.95
C00021,2024-05-31,1,TW,150.34
C00021,2024-06-12,5,JP,478.95
C00021,2024-09-24,6,TH,935.97
C00021,2024-09-30,3,KR,101.85
C00021,2024-10-29,1,TW,53.17
C00021,2024-10-31,3,KR,301.66
C00021,2024-12-18,7,KR,490.81
C00021,2025-02-08,7,TW,997.38
C00021,2025-02-11,6,TW,555.51
C00021,2025-03-07,1,SG,161.65
C00021,2025-03-10,2,TH,91.29
C00021,2025-03-24,6,JP,861.23
C00022,2024-04-14,2,KR,292.87
C00022,2024-05-02,1,KR,166.71
C00022,2024-12-10,1,TW,112.89
C00022,2024-12-12,1,TH,119.01
C00022,2025-03-04,6,TH,211.15
C00023,2024-05-22,5,JP,509.24
C00023,2024-10-04,5,SG,363.65
C00023,2024-12-07,6,JP,806.53
C00023,2024-12-14,2,JP,176.17
C00023,2025-01-09,4,JP,582.87
C00023,2025-02-18,2,TW,49.52
C00024,2024-04-03,4,TW,417.89
C00024,2024-04-14,1,SG,100.65
C00024,2024-09-12,3,TW,224.97
C00024,2024-11-21,4,TH,238.04
C00024,2024-11-29,5,TW,255.67
C00024,2025-02-16,5,TH,519.21
C00024,2025-03-15,4,TW,611.91
C00025,2024-02-04,1,KR,127.07
C00025,2024-02-05,7,TH,1232.5
C00025,2024-02-26,1,TW,113.91
C00025,2024-05-04,3,JP,470.42
C00025,2024-06-07,1,TW,67.69
C00025,2024-06-28,6,SG,627.12
C00025,2024-08-04,4,SG,777.36
C00025,2024-08-19,3,JP,82.53
C00025,2024-08-27,3,TH,142.82
C00025,2024-09-08,1,TW,122.21
C00025,2024-09-17,7,KR,870.05
C00025,2024-10-10,5,JP,391.27
C00025,2024-12-31,4,JP,621.62
C00025,2025-01-01,5,SG,822.5
C00025,2025-01-10,4,KR,222.66
C00025,2025-01-24,5,TH,541.84
C00025,2025-02-07,2,SG,262.9
C00025,2025-02-24,6,SG,265.89
C00026,2024-05-03,5,TH,603.26
C00026,2024-05-24,1,JP,167.22
C00026,2024-06-18,7,TW,267.63
C00026,2024-07-02,2,JP,102.53
C00026,2024-07-05,6,JP,1103.1
C00026,2024-07-06,1,JP,79.84
C00026,2024-09-04,2,KR,209.03
C00026,2024-11-13,7,JP,228.42
C00026,2024-11-30,2,SG,215.33
C00026,2024-12-16,4,KR,616.76
C00026,2025-01-19,4,SG,181.62
C00027,2024-02-23,2,TW,321.3
C00027,2024-07-19,2,TH,353.66
C00027,2024-09-25,4,TH,408.14
C00027,2024-12-08,5,JP,557.08
C00027,2024-12-13,4,TH,180.17
C00027,2025-01-03,2,TW,58.86
C00027,2025-01-06,7,TW,303.93
C00027,2025-03-23,5,KR,420.86
C00028,2024-01-16,6,TW,556.91
C00028,2024-04-28,3,JP,279.61
C00028,2024-05-08,2,SG,370.5
C00028,2024-05-30,3,TW,457.42
C00028,2024-06-23,4,TW,180.46
C00028,2024-09-24,7,KR,899.12
C00028,2024-11-30,6,SG,277.57
C00028,2024-12-10,3,JP,316.75
C00028,2025-01-03,6,TH,1170.47
C00029,2024-02-28,7,JP,269.9
C00029,2024-03-13,1,TH,79.68
C00029,2024-04-06,7,TW,181.61
C00029,2024-11-13,7,SG,910.63
C00030,2024-08-12,7,KR,850.62
C00030,2024-09-16,4,JP,568.61
C00031,2024-02-02,4,TW,406.12
C00031,2024-03-12,3,SG,570.7
C00031,2024-06-17,5,TW,946.19
C00031,2024-07-06,5,KR,437.29
C00031,2024-10-01,2,JP,209.64
C00031,2024-10-30,3,KR,268.5
C00031,2024-11-16,1,KR,45.17
C00031,2024-12-23,2,TH,311.44
C00031,2025-01-05,1,KR,140.94
C00031,2025-02-10,3,SG,184.26
C00031,2025-02-23,4,TW,280.09
C00031,2025-03-28,4,TW,627.7
C00031,2025-03-30,5,TW,390.87
C00032,2024-02-18,2,JP,146.69
C00032,2024-03-26,4,JP,104.54
C00032,2024-04-26,6,KR,744.2
C00032,2024-10-17,7,TW,578.75
C00032,2024-11-13,7,JP,883.27
C00032,2024-12-23,6,TH,883.11
C00032,2025-03-28,2,TH,389.1
C00033,2024-03-27,5,TW,644.76
C00033,2024-04-01,1,SG,191.01
C00033,2024-04-02,6,TH,682.88
C00033,2024-04-25,7,JP,1025.02
C00033,2024-11-26,3,TW,237.07
C00033,2024-12-19,7,TH,184.4
C00033,2025-03-28,6,KR,201.96
C00034,2024-01-15,7,TH,448.72
C00034,2024-02-02,3,SG,544.75
C00034,2024-04-02,2,JP,73.55
C00034,2024-04-03,7,TW,175.2
C00034,2024-04-11,6,TW,147.47
C00034,2024-05-31,1,TH,133.98
C00034,2024-07-17,2,TH,96.07
C00034,2024-08-19,6,SG,482.29
C00034,2024-09-07,4,TW,142.31
C00034,2024-09-24,5,JP,708.74
C00034,2024-11-19,1,KR,131.22
C00034,2025-01-18,1,TH,66.86
C00034,2025-02-18,2,KR,382.8
C00034,2025-02-26,6,SG,811.98
C00034,2025-03-21,5,KR,113.62
C00035,2024-01-31,1,TH,144.75
C00035,2024-05-19,6,SG,969.47
C00035,2025-02-10,2,KR,103.74
C00036,2024-01-17,4,JP,85.88
C00036,2024-04-12,4,TW,223.68
C00036,2024-04-21,5,JP,552.31
C00036,2024-05-21,7,SG,1269.78
C00036,2024-05-25,3,SG,211.41
C00036,2024-06-11,7,TH,775.04
C00036,2024-07-02,1,TW,28.26
C00036,2025-01-17,7,JP,869.75
C00036,2025-01-23,1,TH,112.03
C00036,2025-01-29,4,SG,393.48
C00036,2025-02-17,7,TW,1335.45
C00036,2025-02-23,1,TW,47.31
C00036,2025-03-21,3,SG,510.37
C00036,2025-03-24,5,SG,756.85
C00037,2024-01-07,4,SG,468.11
C00037,2024-02-23,2,TH,194.36
C00037,2024-03-29,2,JP,60.41
C00037,2024-04-05,4,TW,93.2
C00037,2024-05-21,6,KR,532.0
C00037,2024-07-07,7,KR,512.75
C00037,2024-07-08,6,JP,306.93
C00037,2024-07-16,4,SG,771.26
C00037,2024-08-02,7,KR,726.39
C00037,2024-11-14,5,SG,360.85
C00037,2025-01-07,5,SG,358.58
C00037,2025-03-27,6,JP,480.73
C00038,2024-01-25,3,KR,97.48
C00038,2024-04-07,2,TH,264.33
C00038,2024-05-03,1,TH,140.49
C00038,2024-06-21,7,TH,1375.78
C00038,2024-08-13,7,SG,1156.33
C00038,2024-09-04,2,KR,389.26
C00038,2024-09-27,2,TW,352.86
C00038,2024-10-01,7,TW,923.6
C00038,2024-11-12,4,TH,224.31
C00038,2025-01-03,4,KR,289.25
C00038,2025-02-26,1,TH,43.07
C00038,2025-03-05,6,JP,1116.2
C00039,2024-01-07,2,SG,88.4
C00039,2024-05-03,2,TW,250.0
C00039,2025-02-26,3,JP,291.78
C00040,2024-05-12,3,JP,310.24
C00040,2024-06-16,7,KR,450.41
C00040,2024-10-30,6,JP,454.12
C00040,2024-12-19,7,JP,636.54
C00040,2025-03-14,4,JP,711.59
C00041,2024-01-06,5,TH,292.03
C00041,2024-01-07,7,TH,734.67
C00041,2024-01-14,4,KR,309.19
C00041,2024-02-13,4,TH,663.89
C00041,2024-03-03,4,SG,484.71
C00041,2024-05-06,4,TH,470.18
C00041,2024-05-17,1,JP,97.09
C00041,2024-07-09,7,SG,631.46
C00041,2024-09-16,6,KR,243.27
C00041,2024-11-16,5,KR,789.8
C00041,2025-01-05,4,JP,265.03
C00041,2025-01-23,6,SG,897.53
C00041,2025-03-13,6,KR,568.1
C00041,2025-03-27,7,JP,361.36
C00042,2024-03-23,6,JP,562.1
C00042,2024-05-09,5,SG,953.16
C00042,2024-05-24,1,TH,199.02
C00042,2024-06-24,3,JP,99.88
C00042,2024-07-30,7,KR,202.33
C00042,2024-08-01,1,KR,53.38
C00042,2024-08-23,4,TW,299.38
C00042,2024-09-17,7,JP,1176.18
C00042,2024-10-18,5,SG,395.97
C00042,2024-10-23,5,KR,105.31
C00042,2024-11-23,6,TW,1157.56
C00042,2025-01-20,3,TH,529.71
C00042,2025-02-02,6,JP,437.41
C00042,2025-02-23,2,JP,144.14
C00042,2025-03-02,3,SG,104.69
C00042,2025-03-13,2,TH,310.0
C00042,2025-03-29,5,KR,232.72
C00043,2024-01-10,4,JP,634.09
C00043,2024-01-16,1,TW,177.23
C00043,2024-01-27,5,JP,899.44
C00043,2024-02-20,6,KR,1058.78
C00043,2024-04-18,1,SG,148.79
C00043,2024-05-15,2,SG,135.69
C00043,2024-08-22,3,KR,379.31
C00043,2024-09-07,5,SG,938.3
C00043,2024-09-27,1,KR,54.82
C00043,2024-09-29,3,TW,501.72
C00043,2024-11-05,4,SG,448.63
C00043,2024-11-28,6,JP,827.46
C00043,2024-12-05,3,TH,107.04
C00043,2025-01-25,4,SG,713.72
C00043,2025-03-12,5,TH,147.96
C00043,2025-03-24,4,KR,356.92
C00044,2024-02-19,2,JP,209.52
C00044,2024-05-10,5,SG,536.78
C00044,2024-06-03,1,SG,70.85
C00044,2024-06-27,1,TH,169.47
C00044,2024-07-05,7,TW,1207.72
C00044,2024-07-21,1,JP,111.61
C00044,2024-08-24,6,TH,969.22
C00044,2024-09-24,3,TH,581.18
C00044,2024-10-06,6,SG,447.21
C00044,2025-02-08,2,TH,358.84
C00044,2025-02-08,5,KR,212.39
C00044,2025-03-09,4,KR,257.71
C00045,2024-01-28,4,TH,738.34
C00045,2024-02-09,3,SG,201.33
C00045,2024-03-14,4,TH,310.46
C00045,2024-04-19,7,TH,246.85
C00045,2024-07-04,2,TH,70.19
C00045,2024-08-05,5,SG,363.83
C00045,2024-08-12,7,SG,1265.98
C00045,2024-09-08,7,JP,462.72
C00045,2024-10-02,1,SG,89.77
C00045,2024-10-18,7,KR,1102.31
C00045,2024-10-20,1,JP,146.46
C00045,2024-12-27,7,KR,1359.33
C00045,2024-12-29,6,SG,1052.04
C00045,2024-12-31,6,SG,507.0
C00045,2025-02-21,1,JP,150.94
C00045,2025-03-17,1,JP,89.16
C00045,2025-03-18,7,TH,845.33
C00045,2025-03-27,4,JP,762.47
C00046,2024-04-22,6,TW,256.69
C00046,2024-06-14,1,SG,53.45
C00046,2024-06-20,2,TH,360.43
C00046,2024-12-26,1,KR,140.93
C00046,2025-02-19,5,JP,138.4
C00046,2025-03-31,7,TH,769.79
C00047,2024-01-23,5,KR,141.77
C00047,2024-02-20,2,SG,363.1
C00047,2024-03-17,1,JP,115.98
C00047,2024-08-17,1,JP,189.06
C00047,2024-10-26,2,TW,187.61
C00047,2024-12-01,4,TW,597.43
C00047,2025-01-13,7,SG,1067.82
C00047,2025-01-27,3,TW,100.68
C00048,2024-01-08,7,JP,1006.13
C00048,2024-02-22,3,KR,446.11
C00048,2024-03-21,4,JP,377.45
C00048,2024-07-06,3,SG,326.44
C00048,2024-07-07,2,SG,127.16
C00048,2024-07-11,2,KR,198.48
C00048,2024-07-18,3,KR,511.95
C00048,2024-07-21,6,SG,491.39
C00048,2024-07-28,5,SG,912.06
C00048,2024-08-26,3,KR,359.55
C00048,2024-10-06,4,JP,548.19
C00048,2024-10-07,7,TH,314.67
C00048,2024-12-10,7,TW,978.82
C00048,2024-12-19,6,TW,805.93
C00048,2025-03-19,7,JP,551.06
C00049,2024-01-28,5,TH,389.29
C00049,2024-02-11,5,TW,175.49
C00049,2024-04-01,5,TH,618.58
C00049,2024-04-24,5,KR,502.29
C00049,2024-04-30,2,TH,301.32
C00049,2024-05-06,4,TW,616.67
C00049,2024-05-31,3,TH,107.41
C00049,2024-06-25,4,TW,528.39
C00049,2024-08-19,7,TH,1258.57
C00049,2024-08-27,1,TW,158.93
C00049,2024-11-06,2,KR,290.99
C00049,2024-11-16,3,TW,233.92
C00049,2024-12-26,4,JP,461.98
C00049,2025-01-03,5,TW,674.1
C00049,2025-02-27,5,TH,445.67
C00050,2024-01-08,1,TW,33.28
C00050,2024-01-12,7,JP,1265.84
C00050,2024-01-29,5,TW,194.56
C00050,2024-04-10,3,JP,128.6
C00050,2024-05-30,2,SG,84.08
C00050,2024-06-06,2,TW,218.08
C00050,2024-06-21,1,TH,77.37
C00050,2024-07-28,7,TW,1038.76
C00050,2024-08-15,3,SG,255.93
C00050,2024-09-13,6,JP,271.57
C00050,2024-10-04,3,KR,293.67
C00050,2024-10-07,2,TW,335.82
C00050,2024-10-13,3,JP,132.36
C00050,2025-01-18,7,TW,1172.58
C00051,2025-03-28,2,JP,353.81
C00052,2024-01-18,2,TW,48.01
C00052,2024-04-06,2,JP,199.69
C00052,2024-04-10,7,JP,434.41
C00052,2024-05-17,2,JP,282.31
C00052,2024-06-17,2,KR,107.9
C00052,2024-10-11,2,KR,308.22
C00052,2024-10-20,6,TH,217.24
C00052,2024-10-25,1,KR,62.21
C00052,2024-12-03,2,SG,334.21
C00052,2024-12-11,1,SG,171.16
C00052,2024-12-26,1,JP,53.67
C00052,2025-02-26,7,SG,1057.4
C00052,2025-03-06,2,JP,291.08
C00052,2025-03-19,5,SG,368.06
C00052,2025-03-24,5,JP,565.57
C00053,2024-03-11,5,KR,712.22
C00053,2024-03-18,7,TH,414.46
C00053,2024-05-29,4,TH,146.61
C00053,2024-06-03,3,JP,573.19
C00053,2024-06-17,1,JP,156.39
C00053,2024-06-28,7,JP,781.27
C00053,2024-07-11,6,KR,596.33
C00053,2024-07-24,3,JP,333.09
C00053,2024-07-29,2,TH,150.7
C00053,2024-08-12,3,TW,593.74
C00053,2024-12-28,3,SG,183.59
C00053,2025-01-15,7,TH,314.61
C00053,2025-01-23,7,KR,1215.17
C00053,2025-03-29,5,SG,485.03
C00054,2024-02-17,4,TW,373.15
C00054,2024-02-18,1,SG,116.52
C00054,2024-07-21,5,SG,748.8
C00054,2024-12-19,4,TH,478.57
C00055,2024-01-06,5,TW,802.5
C00055,2024-01-18,5,KR,582.02
C00055,2024-01-24,1,KR,141.68
C00055,2024-02-16,1,SG,163.62
C00055,2024-03-13,4,TH,436.26
C00055,2024-03-27,3,TW,115.3
C00055,2024-05-14,4,TH,258.64
C00055,2024-06-03,4,SG,616.3
C00055,2024-07-29,5,SG,728.94
C00055,2024-08-04,2,TW,180.8
C00055,2024-10-24,4,KR,291.25
C00055,2024-11-03,2,KR,317.63
C00055,2024-11-13,4,TH,279.13
C00055,2024-11-22,3,KR,425.16
C00055,2024-12-01,4,JP,601.99
C00055,2025-01-18,6,TH,315.21
C00055,2025-02-07,3,TW,212.11
C00055,2025-03-06,7,JP,1391.58
C00055,2025-03-25,1,JP,25.95
C00056,2024-03-01,7,KR,889.59
C00056,2024-04-04,3,SG,251.76
C00056,2024-05-15,5,TW,877.77
C00056,2025-01-01,3,SG,162.98
C00057,2024-01-05,1,SG,173.21
C00058,2024-01-31,3,TW,404.32
C00058,2024-02-01,5,TH,506.52
C00058,2024-03-02,2,KR,387.73
C00058,2024-06-15,4,JP,596.49
C00058,2024-08-23,4,SG,138.1
C00058,2024-09-04,2,JP,62.69
C00058,2024-09-12,2,KR,112.07
C00058,2024-10-19,3,TW,233.72
C00058,2024-10-28,3,TW,501.12
C00058,2024-12-28,1,JP,38.61
C00058,2025-01-30,6,KR,696.68
C00058,2025-03-08,4,JP,272.47
C00058,2025-03-27,4,SG,239.53
C00059,2024-01-12,6,KR,1029.68
C00059,2024-03-04,1,KR,67.49
C00059,2024-04-20,5,KR,401.85
C00059,2024-05-16,5,JP,848.54
C00059,2024-05-26,2,TH,99.19
C00059,2024-07-23,5,TW,516.96
C00059,2024-10-11,4,SG,758.02
C00059,2024-10-22,2,SG,302.71
C00059,2024-10-26,1,JP,68.67
C00059,2024-12-27,2,TW,40.97
C00059,2024-12-30,3,SG,209.09
C00059,2025-01-10,2,TH,153.61
C00059,2025-01-24,4,TW,601.27
C00059,2025-01-26,1,TH,61.4
C00059,2025-01-28,1,SG,173.88
C00059,2025-02-08,1,JP,120.61
C00059,2025-03-25,4,TW,710.07
C00059,2025-03-28,6,JP,673.97
C00060,2024-01-28,3,TH,263.49
C00060,2024-02-25,5,JP,547.6
C00060,2024-03-14,2,JP,326.29
C00060,2024-04-08,4,TW,410.02
C00060,2024-04-30,5,KR,776.92
C00060,2024-05-10,6,TW,996.15
C00060,2024-05-30,5,SG,749.02
C00060,2024-06-21,2,TW,291.73
C00060,2024-06-24,2,KR,132.82
C00060,2024-07-04,1,JP,91.44
C00060,2024-07-13,1,KR,138.26
C00060,2024-07-23,6,TW,957.59
C00060,2024-07-28,1,TH,135.4
C00060,2024-09-28,6,JP,158.85
C00060,2024-10-03,2,KR,136.4
C00060,2024-10-24,4,TH,203.96
C00060,2024-12-17,4,TW,327.65
C00060,2025-03-23,5,SG,578.19
C00061,2024-02-01,6,TW,588.87
C00061,2024-02-14,5,KR,565.99
C00061,2024-04-22,3,TW,203.08
C00061,2024-06-14,4,TW,642.27
C00061,2024-06-25,5,KR,134.77
C00061,2024-07-26,3,KR,168.74
C00061,2024-09-08,6,TH,1175.19
C00061,2024-09-20,5,TW,583.75
C00061,2024-10-17,5,TW,148.07
C00061,2024-11-18,7,SG,1318.93
C00061,2024-11-25,6,TH,571.44
C00061,2024-11-30,5,TW,250.5
C00061,2024-12-29,7,JP,1125.32
C00061,2025-03-07,3,JP,424.64
C00062,2024-01-08,1,KR,146.51
C00062,2024-04-14,3,TW,302.6
C00062,2024-11-15,4,SG,96.95
C00063,2024-01-17,2,SG,293.54
C00063,2024-01-22,2,KR,357.42
C00063,2024-03-10,2,TH,303.29
C00063,2024-03-28,6,TW,395.34
C00063,2024-04-13,1,TW,125.51
C00063,2024-05-01,4,TW,425.11
C00063,2024-05-02,6,TH,620.16
C00063,2024-05-12,4,TH,430.83
C00063,2024-07-08,4,JP,372.12
C00063,2024-08-23,2,SG,146.31
C00063,2024-10-23,2,TH,129.34
C00063,2024-10-23,6,KR,243.16
C00063,2025-01-09,2,JP,229.51
C00063,2025-01-17,3,JP,189.69
C00063,2025-01-21,3,JP,331.09
C00063,2025-02-24,5,KR,975.0
C00063,2025-03-28,6,JP,584.39
C00063,2025-03-30,4,KR,379.31
C00064,2024-02-01,2,SG,278.31
C00064,2024-06-10,5,TW,350.78
C00064,2024-10-16,7,SG,655.91
C00064,2024-11-18,5,SG,181.92
C00064,2025-03-10,7,KR,269.78
C00065,2024-03-29,7,TW,180.14
C00065,2024-09-01,6,KR,188.23
C00065,2024-11-07,2,SG,42.95
C00065,2025-01-12,2,TW,113.19
C00065,2025-02-02,4,TH,439.34
C00065,2025-02-07,3,TH,545.97
C00065,2025-02-16,3,JP,259.8
C00065,2025-03-06,3,SG,490.3
